Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346459651076.swc,-0.882133691
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346489697881.swc,-0.882090092
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346486370962.swc,-0.882021059
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346504748934.swc,-0.88196634
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346501326733.swc,-0.881889547
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346494680040.swc,-0.881883947
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346498409009.swc,-0.881835883
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346480881885.swc,-0.881835232
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346492390188.swc,-0.881804585
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346483541141.swc,-0.881708148
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346479320018.swc,-0.881707371
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346486733281.swc,-0.881660366
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346491240312.swc,-0.881647255
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346513926169.swc,-0.881631166
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346502609063.swc,-0.881608604
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346501162584.swc,-0.881597081
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346481985981.swc,-0.881548887
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346493144896.swc,-0.881546509
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346493878073.swc,-0.881544205
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346509677370.swc,-0.881512495
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346504084064.swc,-0.881504786
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346478252245.swc,-0.881495333
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346491739966.swc,-0.88147814
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346502030921.swc,-0.881431627
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346489929433.swc,-0.881424043
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346494780554.swc,-0.881368105
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346494455784.swc,-0.881358972
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346497417601.swc,-0.881341816
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346507532063.swc,-0.881339014
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346483038117.swc,-0.881321023
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346471756187.swc,-0.881308726
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346499563358.swc,-0.881298401
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346491927314.swc,-0.881208058
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346482006461.swc,-0.881165101
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346510963330.swc,-0.881158049
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346492715694.swc,-0.881129067
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346481055200.swc,-0.881094892
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346500948636.swc,-0.881070127
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346512194862.swc,-0.881060262
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346500236287.swc,-0.881032338
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346494458759.swc,-0.880920192
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346479633883.swc,-0.880766899
right_flipped_neuron_648518346497417601.swc,left_neuron_648518346483903381.swc,-0.880512857
