Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346459651076.swc,-0.882188638
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346481985981.swc,-0.882096433
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346491240312.swc,-0.882065419
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346479320018.swc,-0.882014146
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346478252245.swc,-0.881907767
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346480881885.swc,-0.881887716
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346494455784.swc,-0.881865109
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346483903381.swc,-0.881794555
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346502609063.swc,-0.881794144
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346502030921.swc,-0.881767882
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346504084064.swc,-0.881722954
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346510963330.swc,-0.881719478
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346493144896.swc,-0.881640398
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346489697881.swc,-0.881634834
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346483038117.swc,-0.881626806
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346500948636.swc,-0.881603989
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346504748934.swc,-0.88158267
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346481055200.swc,-0.881554485
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346486370962.swc,-0.881501205
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346513926169.swc,-0.881451157
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346489929433.swc,-0.881414967
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346501162584.swc,-0.881383791
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346491927314.swc,-0.881379713
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346494780554.swc,-0.88137192
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346500236287.swc,-0.881327952
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346498409009.swc,-0.881308462
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346492390188.swc,-0.88129124
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346501326733.swc,-0.881243983
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346507532063.swc,-0.881219511
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346512194862.swc,-0.881165199
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346482006461.swc,-0.881151824
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346497417601.swc,-0.881148881
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346483541141.swc,-0.881140635
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346494680040.swc,-0.881140558
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346494458759.swc,-0.881124775
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346499563358.swc,-0.881093753
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346491739966.swc,-0.881084684
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346486733281.swc,-0.880979275
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346492715694.swc,-0.880952865
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346471756187.swc,-0.880820476
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346509677370.swc,-0.880807966
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346479633883.swc,-0.880787217
right_flipped_neuron_648518346502609063.swc,left_neuron_648518346493878073.swc,-0.880785518
