Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346491739966.swc,-0.884045972
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346494455784.swc,-0.88384161
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346459651076.swc,-0.883559217
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346507532063.swc,-0.883484343
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346479320018.swc,-0.883086677
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346493878073.swc,-0.882869519
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346502609063.swc,-0.882804549
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346491240312.swc,-0.882632477
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346481985981.swc,-0.882400849
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346482006461.swc,-0.88234895
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346471756187.swc,-0.882089245
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346504084064.swc,-0.882018111
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346497417601.swc,-0.881965089
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346494780554.swc,-0.881924323
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346501326733.swc,-0.881914031
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346499563358.swc,-0.881873106
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346489929433.swc,-0.881851543
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346509677370.swc,-0.881848873
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346481055200.swc,-0.88179454
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346494680040.swc,-0.881743699
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346478252245.swc,-0.881709054
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346500948636.swc,-0.881489313
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346492390188.swc,-0.88146249
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346502030921.swc,-0.881414527
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346483541141.swc,-0.881410941
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346510963330.swc,-0.881404779
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346493144896.swc,-0.881396064
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346479633883.swc,-0.88133159
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346486733281.swc,-0.881305038
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346512194862.swc,-0.881290286
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346489697881.swc,-0.881269737
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346513926169.swc,-0.881224023
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346480881885.swc,-0.881179282
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346494458759.swc,-0.881168155
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346504748934.swc,-0.88115533
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346492715694.swc,-0.881145011
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346483903381.swc,-0.881100186
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346498409009.swc,-0.880883481
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346491927314.swc,-0.880860735
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346483038117.swc,-0.880806647
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346500236287.swc,-0.880691194
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346486370962.swc,-0.880634703
right_flipped_neuron_648518346491739966.swc,left_neuron_648518346501162584.swc,-0.880494616
