Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346491739966.swc,-0.882610749
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346459651076.swc,-0.882463695
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346491240312.swc,-0.882322459
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346483903381.swc,-0.882293574
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346502609063.swc,-0.882239148
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346479633883.swc,-0.882226895
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346491927314.swc,-0.882043813
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346486370962.swc,-0.881999853
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346507532063.swc,-0.881946366
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346481055200.swc,-0.881918837
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346513926169.swc,-0.881862668
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346494780554.swc,-0.881859966
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346479320018.swc,-0.881817734
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346494455784.swc,-0.881785272
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346481985981.swc,-0.881766326
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346504748934.swc,-0.881729593
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346499563358.swc,-0.88169808
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346501162584.swc,-0.881675229
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346494458759.swc,-0.881673146
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346512194862.swc,-0.881640408
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346483541141.swc,-0.881628874
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346504084064.swc,-0.881593166
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346489929433.swc,-0.881542162
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346471756187.swc,-0.881521583
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346493144896.swc,-0.881486898
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346509677370.swc,-0.88147175
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346482006461.swc,-0.881445244
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346500236287.swc,-0.881424885
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346510963330.swc,-0.881387842
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346498409009.swc,-0.881386193
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346492715694.swc,-0.881369118
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346501326733.swc,-0.881332987
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346500948636.swc,-0.88132258
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346478252245.swc,-0.88116842
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346489697881.swc,-0.881131646
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346480881885.swc,-0.881127872
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346493878073.swc,-0.881084593
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346492390188.swc,-0.881072164
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346483038117.swc,-0.880955981
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346494680040.swc,-0.880816471
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346497417601.swc,-0.880774403
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346486733281.swc,-0.880567218
right_flipped_neuron_648518346491927314.swc,left_neuron_648518346502030921.swc,-0.880536838
