Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346483903381.swc,-0.883986229
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346481985981.swc,-0.883695094
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346491739966.swc,-0.883611888
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346502609063.swc,-0.883593398
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346494458759.swc,-0.883467035
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346512194862.swc,-0.883271495
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346491927314.swc,-0.883223093
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346491240312.swc,-0.882989279
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346481055200.swc,-0.882777527
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346501326733.swc,-0.882747816
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346513926169.swc,-0.882735103
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346504084064.swc,-0.882702877
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346494780554.swc,-0.882697416
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346486370962.swc,-0.882612504
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346509677370.swc,-0.882443109
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346480881885.swc,-0.882412702
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346494680040.swc,-0.88228556
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346500236287.swc,-0.882178834
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346498409009.swc,-0.882164446
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346483038117.swc,-0.882107677
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346499563358.swc,-0.881911186
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346483541141.swc,-0.881556038
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346486733281.swc,-0.881545656
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346479633883.swc,-0.881444801
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346482006461.swc,-0.881378218
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346497417601.swc,-0.881349954
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346493144896.swc,-0.881242908
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346471756187.swc,-0.881227236
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346489697881.swc,-0.881154518
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346494455784.swc,-0.881138252
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346478252245.swc,-0.881109071
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346502030921.swc,-0.88064073
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346492715694.swc,-0.880446694
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346507532063.swc,-0.880417702
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346504748934.swc,-0.880380597
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346500948636.swc,-0.880310312
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346492390188.swc,-0.880184997
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346479320018.swc,-0.880151617
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346459651076.swc,-0.880023613
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346493878073.swc,-0.879793787
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346501162584.swc,-0.879771906
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346489929433.swc,-0.878869664
right_flipped_neuron_648518346483903381.swc,left_neuron_648518346510963330.swc,-0.878749723
