Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346480881885.swc,-0.881950886
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346513926169.swc,-0.881913787
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346504748934.swc,-0.881895622
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346501326733.swc,-0.881847369
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346504084064.swc,-0.881662009
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346459651076.swc,-0.881616497
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346491927314.swc,-0.881593647
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346512194862.swc,-0.881573958
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346471756187.swc,-0.881546346
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346486733281.swc,-0.881541773
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346478252245.swc,-0.881518593
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346509677370.swc,-0.881502712
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346501162584.swc,-0.881493409
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346489697881.swc,-0.881490686
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346493878073.swc,-0.881489042
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346491240312.swc,-0.881487294
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346479320018.swc,-0.881476774
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346497417601.swc,-0.88147504
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346507532063.swc,-0.881452466
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346482006461.swc,-0.881446636
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346494680040.swc,-0.881419346
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346481985981.swc,-0.881418187
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346483038117.swc,-0.881391575
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346491739966.swc,-0.881390074
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346502609063.swc,-0.881379436
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346489929433.swc,-0.881357853
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346494780554.swc,-0.881332518
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346492390188.swc,-0.881307527
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346483903381.swc,-0.881284929
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346479633883.swc,-0.881228713
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346498409009.swc,-0.881212119
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346494455784.swc,-0.881177473
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346481055200.swc,-0.88114632
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346510963330.swc,-0.881069413
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346494458759.swc,-0.881057054
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346502030921.swc,-0.881007162
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346486370962.swc,-0.880984432
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346500948636.swc,-0.880959779
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346483541141.swc,-0.88073012
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346492715694.swc,-0.880666494
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346500236287.swc,-0.880665134
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346499563358.swc,-0.88062054
right_flipped_neuron_648518346494455784.swc,left_neuron_648518346493144896.swc,-0.880540275
