Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346504084064.swc,-0.884690081
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346491739966.swc,-0.884679219
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346494455784.swc,-0.884516697
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346499563358.swc,-0.883983507
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346459651076.swc,-0.883845601
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346502609063.swc,-0.883275952
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346481055200.swc,-0.882866819
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346489697881.swc,-0.88281544
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346479320018.swc,-0.882704839
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346491240312.swc,-0.8825151
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346493144896.swc,-0.882457122
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346507532063.swc,-0.882374048
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346489929433.swc,-0.882265549
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346483903381.swc,-0.882164421
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346481985981.swc,-0.882158766
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346480881885.swc,-0.88215386
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346500948636.swc,-0.882012093
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346502030921.swc,-0.881965958
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346471756187.swc,-0.881874127
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346504748934.swc,-0.881426202
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346483038117.swc,-0.88137132
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346513926169.swc,-0.881237967
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346501162584.swc,-0.881174037
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346491927314.swc,-0.881133824
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346479633883.swc,-0.881044614
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346509677370.swc,-0.880921623
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346510963330.swc,-0.880907105
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346497417601.swc,-0.880818257
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346483541141.swc,-0.880807938
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346478252245.swc,-0.880772154
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346493878073.swc,-0.880743884
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346512194862.swc,-0.880613793
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346492715694.swc,-0.880515375
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346482006461.swc,-0.880468381
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346500236287.swc,-0.880184585
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346486370962.swc,-0.880107804
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346494458759.swc,-0.880076868
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346498409009.swc,-0.880038937
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346492390188.swc,-0.880024827
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346501326733.swc,-0.88002019
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346494680040.swc,-0.879919369
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346494780554.swc,-0.879915469
right_flipped_neuron_648518346504084064.swc,left_neuron_648518346486733281.swc,-0.879100645
