Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346499563358.swc,-0.883093131
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346510963330.swc,-0.882950991
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346502609063.swc,-0.882687998
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346489697881.swc,-0.88267924
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346481985981.swc,-0.882602797
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346489929433.swc,-0.882600637
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346500236287.swc,-0.882560651
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346481055200.swc,-0.882548331
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346504748934.swc,-0.882522461
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346494680040.swc,-0.88250537
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346500948636.swc,-0.882477367
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346480881885.swc,-0.882147018
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346459651076.swc,-0.88212537
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346483903381.swc,-0.882060393
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346479320018.swc,-0.882021105
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346513926169.swc,-0.88200001
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346486370962.swc,-0.881982687
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346507532063.swc,-0.881826382
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346491739966.swc,-0.881823745
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346504084064.swc,-0.881784644
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346509677370.swc,-0.881765348
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346501162584.swc,-0.881727617
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346492390188.swc,-0.881694818
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346498409009.swc,-0.881654765
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346493878073.swc,-0.88153145
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346491240312.swc,-0.881482101
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346483541141.swc,-0.881284308
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346502030921.swc,-0.881280335
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346478252245.swc,-0.881205825
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346494780554.swc,-0.881130743
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346482006461.swc,-0.881044755
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346492715694.swc,-0.880951696
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346491927314.swc,-0.880937571
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346493144896.swc,-0.880919249
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346497417601.swc,-0.880897025
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346494455784.swc,-0.880872803
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346512194862.swc,-0.880784912
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346479633883.swc,-0.880493771
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346471756187.swc,-0.880454347
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346486733281.swc,-0.88041854
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346494458759.swc,-0.880358551
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346483038117.swc,-0.880214248
right_flipped_neuron_648518346479320018.swc,left_neuron_648518346501326733.swc,-0.880180058
