Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346483903381.swc,-0.883746986
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346500236287.swc,-0.882770652
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346489929433.swc,-0.882460878
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346481055200.swc,-0.882363189
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346491927314.swc,-0.882244661
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346494455784.swc,-0.882186897
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346497417601.swc,-0.882099695
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346489697881.swc,-0.882018523
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346493878073.swc,-0.881996096
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346492715694.swc,-0.881925037
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346483541141.swc,-0.881912838
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346501162584.swc,-0.881889829
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346486733281.swc,-0.881885027
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346494458759.swc,-0.881763244
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346494780554.swc,-0.881697017
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346512194862.swc,-0.881689138
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346483038117.swc,-0.881628055
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346513926169.swc,-0.881617915
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346507532063.swc,-0.88157741
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346480881885.swc,-0.881436219
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346479320018.swc,-0.881380665
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346493144896.swc,-0.881357482
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346486370962.swc,-0.881310634
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346499563358.swc,-0.881310544
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346492390188.swc,-0.881165781
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346502609063.swc,-0.881142392
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346501326733.swc,-0.881138299
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346471756187.swc,-0.881076873
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346510963330.swc,-0.881044502
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346491739966.swc,-0.881007096
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346459651076.swc,-0.880995349
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346509677370.swc,-0.880663069
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346491240312.swc,-0.880623362
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346498409009.swc,-0.880528315
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346479633883.swc,-0.880474211
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346502030921.swc,-0.880397153
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346504748934.swc,-0.880338911
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346481985981.swc,-0.880023248
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346482006461.swc,-0.879996706
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346504084064.swc,-0.879958342
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346500948636.swc,-0.879714493
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346478252245.swc,-0.879469719
right_flipped_neuron_648518346500236287.swc,left_neuron_648518346494680040.swc,-0.879413893
