Right_Flipped_Neuron,Left_Neuron,Score
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346498409009.swc,-0.88228107
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346504748934.swc,-0.882068591
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346492390188.swc,-0.882050895
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346494458759.swc,-0.881854263
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346494455784.swc,-0.881792373
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346512194862.swc,-0.881761579
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346510963330.swc,-0.881745248
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346502030921.swc,-0.881717482
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346483038117.swc,-0.881680619
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346481985981.swc,-0.881659403
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346513926169.swc,-0.881651149
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346497417601.swc,-0.881640927
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346509677370.swc,-0.881578143
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346479633883.swc,-0.881544542
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346478252245.swc,-0.881512875
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346501326733.swc,-0.881483128
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346501162584.swc,-0.881479376
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346486733281.swc,-0.881462466
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346486370962.swc,-0.88141841
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346483903381.swc,-0.88139259
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346489929433.swc,-0.881377658
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346493144896.swc,-0.881302206
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346491739966.swc,-0.881301627
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346483541141.swc,-0.881290126
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346499563358.swc,-0.88125419
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346494680040.swc,-0.881243316
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346493878073.swc,-0.881239161
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346489697881.swc,-0.881233511
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346494780554.swc,-0.881218143
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346480881885.swc,-0.881207507
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346471756187.swc,-0.881168393
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346502609063.swc,-0.88115454
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346504084064.swc,-0.881124587
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346482006461.swc,-0.881076729
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346491240312.swc,-0.881074616
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346459651076.swc,-0.88107303
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346492715694.swc,-0.881017811
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346481055200.swc,-0.881005408
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346491927314.swc,-0.880848348
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346479320018.swc,-0.880821729
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346507532063.swc,-0.88073706
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346500948636.swc,-0.880705389
right_flipped_neuron_648518346478252245.swc,left_neuron_648518346500236287.swc,-0.880516008
